,text,categorys,polarity
1226,Each time taking about 1 day or so.,['SUPPORT'],negative
1227,I just recently had to ship my laptop back to HP for repair.,[],na
1228,I had to wait 3 weeks to get it back and it still is not working properly.,['SUPPORT'],negative
1229,I had to pay for the shipping!,['SUPPORT'],negative
1230,I will never buy anything from HP again!,['COMPANY'],negative
1231,One of the smartest thing I did was take my time to compare laptops before making my purchase.,[],na
1232,The Toshiba Satellite has been more than I expected for the price.,"['GENERAL', 'PRICE']",mixed
1233,I will stack it up against laptops that cost twice as much any day.,[],na
1234,THis computer may be small but it is one heck of a power horse.,"['OPERATION_PERFORMANCE', 'DESIGN_FEATURES']",mixed
1235,You can do it all on this bad boy but the main thing this netbook was desinged for was surfing the web and boy o boy does it ever.,"['GENERAL', 'MISCELLANEOUS']",positive
1236,for being so small it is amazing that it is as fast as it is.,"['DESIGN_FEATURES', 'OPERATION_PERFORMANCE']",mixed
1237,when i first got it i thought the size of it was a joke.,['DESIGN_FEATURES'],neutral
1238,but after i got used to it i love it.,['DESIGN_FEATURES'],positive
1239,the size of has actually help me out quite a bit by me being able to fit it in an already full backpack and to use it at a resturant where the food on the table is always so space consuming.,"['DESIGN_FEATURES', 'PORTABILITY', 'USABILITY']",positive
1240,"it has 3 usb ports, 1 sd memory card reader and an sd memory car expansion.",['DESIGN_FEATURES'],positive
1241,the only down fall is that it has no cd drive but i found that they are very cheap to by and also very portable making this the best friend to someone who is always looking for more space then they have.,"['DESIGN_FEATURES', 'PORTABILITY']",mixed
1242,overall i would recomend this to anybody and tell them that if they want to burn their music or play there video games to buy the cd drive.,"['GENERAL', 'MISCELLANEOUS']",mixed
1243,"i would never go back any more, i love this computer so much and i would recommend it to everyone.",[],na
1244,"i use my mac all the time, i love the software, the way it takes a short time to load things, how easy it is to use and most of all how you don't have to worry about viruses.","['OPERATION_PERFORMANCE', 'USABILITY', 'SOFTWARE', 'QUALITY']",positive
1245,"With a mac you don't have to worry about antivirus software or firewall, it's so wonderful.",['QUALITY'],positive
1246,this computer is a little more expensive than any pc but it will last you longer and it worth every penny.,[],na
1247,"All apple associates are always wiling to help you out with anything, no matter when you purchased the computer and how many years passed.",['SUPPORT'],positive
1248,"this computer will last you at least 7 years, thats an amazing life spanned an electronic.",['QUALITY'],positive
1249,"everything about a mac is wonderful, it takes a little used to learning and getting used to the new system, but you will learn fast and its all worth it.","['GENERAL', 'OS']",positive
1250,Not working = bad,['OPERATION_PERFORMANCE'],negative
1251,"I spent 2200 dollars on a ""top of the line laptop"".","['PRICE', 'QUALITY']",negative
1252,I got the blue screen of death the first month I got it.,"['OPERATION_PERFORMANCE', 'QUALITY']",negative
1253,"1) Payed $2200 for a ""premium"" laptop","['PRICE', 'QUALITY']",negative
1254,2) Blue screen first month,"['OPERATION_PERFORMANCE', 'QUALITY']",negative
1255,3) Horrible customer support-they lost my laptop for a month-got it back 3 months later,['SUPPORT'],negative
1256,"4) Laptop still did not work, blue screen within a week...",['SUPPORT'],negative
1257,5) Cut my losses and sold it for parts,['GENERAL'],negative
1258,"Do yourself a favor, this is not a fake story trying to hurt alienware...",[],na
1259,"this company truely does make horrible products and doesnt seem to because they are certain things like this ""never"" happen...",['COMPANY'],negative
1260,do a quick search on the internet see if im the only one.,[],na
1261,I'm new - just switched from years of PC frustration.,[],na
1262,"what an elegant, wonderful machine.","['DESIGN_FEATURES', 'GENERAL']",positive
1263,"I'm making the switch and finding that my biggest problem is trying to do things the 'old' way - and Apple does, indeed, have the better idea.",['GENERAL'],positive
1264,I really wish I had done this years ago.,['GENERAL'],positive
1265,Pairing it with an iPhone is a pure pleasure - talk about painless syncing - used to take me forever - now it's a snap.,['CONNECTIVITY'],positive
1266,Thank you Best Buy for putting my computer together and installing my first software - you guys were GREAT too!,[],na
1267,I love it - never had a computer I was so impressed with - and I've had a lot of laptops and desktops - this one is FAR AND ABOVE THE BEST ONE I EVER HAD BEFORE.,['GENERAL'],positive
1268,"I tell everyone that I know, friends, family and enemies this is the absolute worst computer i have ever used.",['GENERAL'],negative
1269,The computer blinks it shuts off at will.,['OPERATION_PERFORMANCE'],negative
1270,The letter A stopped working after the first week.,"['KEYBOARD', 'KEYBOARD']",negative
1271,when i called to have another one shipped or to get my money back they said the return policy is 23 twenty three days from the date of purchase.,['SUPPORT'],negative
1272,not the day received.,[],na
1273,so the fact that the computer does not work on the 24 twenty fourth day is my fault.,"['SUPPORT', 'QUALITY']",negative
1274,they have done absolutely nothing to fix the computer problem.,['SUPPORT'],negative
1275,they have not sent a new one nor called.,['SUPPORT'],negative
1276,i spent eight hundred dollars from a giant paper weight that looks good on a bus.,"['DESIGN_FEATURES', 'PRICE']",mixed
1277,then on top of it all their cusromer service center is in the middle east.,['SUPPORT'],negative
1278,So when you do call to complain about the hunk of metal you get the joy of speaking with a bunch of people you cant understand.,['SUPPORT'],negative
1279,"Then to make matters worst, there is noone that they can transfer you to.",['SUPPORT'],negative
1280,its sad because their commercials are great.,[],na
1281,I had this computer for one month and had to send it in for repair.,['QUALITY'],negative
1282,Got the computer back a month later and it was still broken sent it out again and they repaired it.,['SUPPORT'],negative
1283,3 weeks went by and the computer keeps crashing and will not open any applications.,['SUPPORT'],negative
1284,DO NOT BUY GATEWAY COMPUTERS THEY ARE JUNK AND THE WARRANTY COMPANY IS HORRIBLE.,"['SUPPORT', 'COMPANY']",negative
1285,YOU WILL NOT BE ABLE TO TALK TO AN AMERICAN WARRANTY SERVICE IS OUT OF COUNTRY.,['SUPPORT'],negative
1286,COMPUTER HAS BEEN AT SERVICE FACILITY MORE THAN IN MY HANDS.,['QUALITY'],negative
1287,I have had this laptop for a few months now and i would say im pretty satisfied.,['GENERAL'],positive
1288,The only problems are the sound isnt very loud I have to wear headphones.,['MULTIMEDIA_DEVICES'],negative
1289,Another thing is that after only a month the left mouse key broke and it costed $175 to send it in to fix it.,"['MOUSE', 'SUPPORT']",negative
1290,That whole experience was just ridiculous we sent it in and after they told us that we had to pay $175 to fix it we were like we will just by a portable mouse which would be way cheaper but they refused to send the laptop back until we paid the $175 and it was fixed.,"['SUPPORT', 'SUPPORT']",negative
1291,It took a little over 2 weeks until i got it back.,['SUPPORT'],negative
1292,ANd I babyed the heck out of it just one day when i opened it turned it on went to click and it was broke.,['MOUSE'],negative
1293,I babyed the heck out of it and i still do.,[],na
1294,To be honest i think it was faulty equipment or something but idk.,['QUALITY'],negative
1295,The graphics are great.,['GRAPHICS'],positive
1296,The internet speed is spectacular.,"['OPERATION_PERFORMANCE', 'CONNECTIVITY']",positive
1297,The battery life is probably an hour at best.,['BATTERY'],negative
1298,Oh and it has word and stuff but its a trial verion so after about a month or so when you go to open it it asks for a product key which didnt come with the computer and even after clicking cancel it wont let you use it at all I use the old word processer which works good.,['SOFTWARE'],negative
1299,I would recommend it just because of the internet speed probably because thats the only thing i really care about.,"['OPERATION_PERFORMANCE', 'CONNECTIVITY']",positive
1300,I wish the volume could be louder and the mouse didnt break after only a month.,"['MULTIMEDIA_DEVICES', 'MOUSE']",negative
1301,I received this laptop as a gift and let me just tell you that its the worst.,['GENERAL'],negative
1302,At first it worked well for a month or so then the system board failed and I send it in to toshiba some complaints and three weeks later I then receive my laptop back only to discover that it still has the same problem so now I have to send it back again to get it fixed again.,"['QUALITY', 'MOTHERBOARD', 'SUPPORT']",negative
1303,This computer doesn't do that well with certain games it can't play some and it becomes too hot while playing games.,['MISCELLANEOUS'],negative
1304,Oh and if thats not bad enough it doesn't come with a recovery cd so you can make one if you know how to or buy one if you buy it the cost is $25 for two cds.,['MISCELLANEOUS'],negative
1305,the whole experiece is horrible so save up and buy a better laptop.,['GENERAL'],negative
1306,I bought a HP Pavilion DV4-1222nr laptop and have had so many problems with the computer.,['GENERAL'],negative
1307,"The computer is so slow, even after paying staples the extra money to speed it up.",['OPERATION_PERFORMANCE'],negative
1308,They said it was a computer error on this type of computer.,['MISCELLANEOUS'],negative
1309,"Also, I have alot of trouble with it getting very hot, and not even sitting on anything to make it hot.",['QUALITY'],negative
1310,"When the computer has been on for several minutes, it will occasionaly just go off by itself.",['OPERATION_PERFORMANCE'],negative
1311,"Also, the battery does not last very long at all.",['BATTERY'],negative
